Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,Paul Liddell Park,Paul Liddell Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Richland,Free - No fee or pass,,,,,,"Located on Cottonwood Loop just south of Swift Boulevard; the park has picnic benches, playground, walking trails, grass and trees. On-street parking only.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.277066,-119.304239,Neighborhood Park
,Goethals Playground,Goethals Playground,,Benton County,,,,,Recreation Areas,Park,,Owner: Richland,Free - No fee or pass,,,,,,"Located on Goethals Drive at Comstock Street, this park has two playground structures, two toddler swings, two youth swings, zip line, one unlit practice baseball field, and room for a soccer field if shared with the baseball field.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.266923,-119.283501,Neighborhood Park
,Howard Amon Park,Howard Amon Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Richland,Free - No fee or pass,"Amenities: Picnic Shelter, Playground, Stage","Features: Public Art, River Access","Facilites: Basketball Court, Exercise Station, Swimming Area, Tennis Court, Trails, Wading or Splash Pool, Zip Line",,,"From the Hampton Inn to Lee Boulevard, this centrally located park has Sturgeon Cove playgrounds.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.274721,-119.271320,Neighborhood Park
,Columbia Point Marina Park,Columbia Point Marina Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Richland,Free - No fee or pass,,,,,,"Located at the end of Columbia Point Drive, the park has playground equipment, restroom, four picnic shlters with barbeques, room for a soccer field, multi-use paved trail, boat docks, four-lane boat launch facility, benches, picnic tables.","Location contributed by <a href=http://www.go2kennewick.com/go2kennewick/default.aspx?option=com_flexicontent&view=items&cid=310&id=385&Itemid=148 target=""_blank"">Kennewick</a>",Open,46.263547,-119.248624,Neighborhood Park
,Bateman Island,Bateman Island,,Benton County,,,,,Recreation Areas,Park,Community Park,Owner: Richland,Free - No fee or pass,,,,,,Located at the confluence of the Yakima River with the Columbia River. Access to the island is from Columbia Park Trail just south of North Columbia Center Boulevard. The island has soft surface walking trails (motor vehicles are not allowed).,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.244320,-119.226531,Community Park
,Columbia Park,Columbia Park,,Benton County,,,,,Recreation Areas,Park,Regional Park,Owner: Richland,Free - No fee or pass,,,Facilites: Boat Launch,,,"Located on Columbia Park Trail, north of Columbia Center Boulevard. The area has a restroom, picnic shelter, picnic tables, two barbeques, drinking fountain, multi-use trails, boat docks, three-lane boat launch, benches, grass and trees.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.227263,-119.177274,Regional Park
,Columbia Point Environment,Columbia Point Environment,,Benton County,,,,,Recreation Areas,Park,Community Park,Owner: Richland,Free - No fee or pass,,,,,,"Located at the confluence of the Yakima River and the Columbia River. Access is from Columbia Point Drive. It has dirt walking trails, fishing locations, primitive boat launch, wildlife and vegetation viewing. Closed to motorized vehicles.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.256036,-119.247234,Community Park
,Riverview Natural Preserve,Riverview Natural Preserve,,Benton County,,,,,Recreation Areas,Park,,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.246657,-119.255778,Neighborhood Park
,Chamna Natural Preserve,Chamna Natural Preserve,,Benton County,,,,,Recreation Areas,Park,Community Park,Owner: Richland,Free - No fee or pass,,,,,,"Located at the confluence of the Yakima River and the Columbia River. Access is from Columbia Point Drive. It has dirt walking trails, fishing locations, primitive boat launch, wildlife and vegetation viewing.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.251068,-119.271780,Community Park
,Brookstone Park,Brookstone Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Richland,Free - No fee or pass,,,,,,"Located on the corner of Tomich Avenue and Emerald Street in south Richland. The park has a playground, half-court basketball court, walking trail, turf and landscaping. On-street parking only.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.252468,-119.326153,Neighborhood Park
,Badger Mountain Park,Badger Mountain Park,,Benton County,,,,,Recreation Areas,Park,Sports Fields,Owner: Richland,Free - No fee or pass,,,,,,"Located on Keene Road in south Richland. The park has playground equipment, restroom building, concession building, four picnic shelters, two lighted regulation Little League baseball fields with bleachers, one unlit regulation Little League field.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.238465,-119.277517,Sports Fields
,Trailhead Park,Trailhead Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Richland,Free - No fee or pass,,,,,,"Located on Queensgate Drive just west of the Westcliffe neighborhood, the park has 2.5 acres of developed park land with turf, trees, gravel parking lot for approximately 55 vehicles, playground and restroom.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.236865,-119.306892,Neighborhood Park
,Meadows South Park,Meadows South Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.219991,-119.250074,Neighborhood Park
,Claybell Park,Claybell Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Richland,Free - No fee or pass,,,,,,"Located on Broadmoor Street in south Richland, this park has two playgrounds (one playground for individuals of all abilities), two toddler swings, two youth swings, restroom building, four tennis courts, one basketball court","Location contributed by <a href=http://www.go2kennewick.com/go2kennewick/default.aspx?option=com_flexicontent&view=items&cid=310&id=385&Itemid=148 target=""_blank"">Kennewick</a>",Open,46.215996,-119.254681,Neighborhood Park
,Hansen Park,Hansen Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://www.go2kennewick.com/go2kennewick/default.aspx?option=com_flexicontent&view=items&cid=310&id=385&Itemid=148 target=""_blank"">Kennewick</a>",Open,46.202612,-119.225720,Neighborhood Park
,"<a href=http://www.co.benton.wa.us/pView.aspx?id=860&catid=45 target=""_blank"">Vista Park</a>",Vista Park,,Benton County,,,,,Recreation Areas,Park,,Owner: Benton County,,,,,,,Vista is a small neighborhood park of picnic tables and swingsets in the Tri-City Heights neighborhood (an unincorporated enclave located in northwest Kennewick).  It was originally developed by residents in the area in 1970.,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.227159,-119.196257,Neighborhood Park
,"<a href=http://www.hornrapidsgolf.com/ target=""_blank"">Horn Rapids Golf Course</a>",Horn Rapids Golf Course,,"2800 Clubhouse Lane, Richland",Phone: (509) 375-4714,,,,Recreation Facilities,Golf,,"Owner: Private; Manager: Unknown",,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.323709,-119.318655,Golf
,"<a href=http://www.meadowspringscc.com/fw/main/Home-1.html target=""_blank"">Meadow Springs Country Club</a>",Meadow Springs Country Club,,Benton County,Phone: (509) 627-2234,,,,Recreation Facilities,Golf,,Owner: Private,,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.222799,-119.254595,Golf
,"<a href=http://www.tccountryclub.com/ target=""_blank"">Tri-City Country Club Golf Course</a>",Tri-City Country Club Golf Course,,"314 N UNDERWOOD ST, Kennewick",Phone: (509) 783-6131,,,,Recreation Facilities,Golf,,Owner: Private,,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.212898,-119.147403,Golf
,"<a href=http://www.canyonlakesgolfcourse.com/golf/proto/canyonlakesgolfcourse/ target=""_blank"">Canyon Lakes Golf Course</a>",Canyon Lakes Golf Course,,"3700 CANYON LAKES DR, Kennewick",Phone: (509) 582-3736,,,,Recreation Facilities,Golf,,Owner: Private,,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.176680,-119.178178,Golf
,Edgewater Golf Course,Edgewater Golf Course,,Benton County,,,,,Recreation Facilities,Golf,,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Verify,46.300854,-119.339394,Golf
,Buckskin Golf Club,Buckskin Golf Club,,Benton County,Phone: (509) 942-0888,,,,Recreation Facilities,Golf,,Owner: Private,,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.296306,-119.308762,Golf
,"<a href=http://www.playcolumbiapark.com/ target=""_blank"">Columbia Park Golf Course</a>",Columbia Park Golf Course,,Columbia Park,Phone: (509) 586-2800,,,,Recreation Facilities,Golf,,Owner: Private,,,,,,,,"Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.223967,-119.165136,Golf
,"<a href=http://www.columbiapointgolfcourse.com/layout9.asp target=""_blank"">Columbia Point Golf Course</a>",Columbia Point Golf Course,,Benton County,Phone: (509) 946-0710,,,,Recreation Facilities,Golf,,"Owner: Richland; Manager: Private",,,,,,,"Located on Columbia Point Drive, adjacent to George Washington Way. The golf course is owned by the City, but privately operated.","Location contributed by <a href=http://www.co.benton.or.us/parks/index.php target=""_blank"">Benton County</a>",Open,46.262786,-119.256905,Golf
,Wade Park,Wade Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Franklin County,,,,,,,Thisis also known as Rivershore Park.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.231452,-119.154219,Neighborhood Park
,Scooteney Park & Reservoir,Scooteney Park & Reservoir,,Franklin County,,,,,Recreation Areas,Park,,"Owner: USBR; Manager: Unknown",,,,Facilites: Boat Launch,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.699457,-119.027955,Neighborhood Park
,Lyons Ferry Park & Marina,Lyons Ferry Park & Marina,,Franklin County,,,,,Recreation Areas,Park,Regional Park,"Owner: Army Corps of Engineers; Manager: Port of Columbia",,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.597559,-118.220495,Regional Park
,Richardson Park,Richardson Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.245563,-119.115629,Neighborhood Park
,Schlagel Park,Schlagel Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.219703,-119.092220,Neighborhood Park
,Heritage Park,Heritage Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.236538,-119.147616,Neighborhood Park
,Memorial Park,Memorial Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,This park has a swimming pool.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.230452,-119.109384,Neighborhood Park
,Lhiawana Park,Lhiawana Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Franklin County,,,,Facilites: Boat Launch,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.246655,-119.210546,Neighborhood Park
,Soccer Complex,Soccer Complex,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,This park hosts the Dust Devils Baseball Stadium.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.266445,-119.170897,Neighborhood Park
,Softball Fields,Softball Fields,,Franklin County,,,,,Recreation Areas,Park,,Owner: Franklin County,,,,,,,This park has six softball fields.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.265779,-119.174761,Neighborhood Park
,Sunny Meadows Park,Sunny Meadows Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.275804,-119.172667,Neighborhood Park
,Island Park,Island Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.274967,-119.195117,Neighborhood Park
,Lable Bridge Park,Lable Bridge Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.221325,-119.102523,Neighborhood Park
,Savage Island,Savage Island,,Franklin County,,,,,Recreation Areas,Recreation Lands,National Monument,Owner: NPS,,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Verify,46.548402,-119.301301,Recreation Area
,Lentennial Park,Lentennial Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.245191,-119.098011,Neighborhood Park
,Highland Park,Highland Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.238365,-119.077115,Neighborhood Park
,Kurtzman Park,Kurtzman Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.231315,-119.075049,Neighborhood Park
,McGee playfield,McGee playfield,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.266113,-119.142554,Neighborhood Park
,Mercier Park,Mercier Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.224240,-119.096730,Neighborhood Park
,Peanuts Park,Peanuts Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.230933,-119.091682,Neighborhood Park
,Sylvester Park,Sylvester Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.234403,-119.097497,Neighborhood Park
,Riverview Park,Riverview Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,"This park is also known as 1728 W A St, Walters Field.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.224720,-119.110580,Neighborhood Park
,Soccer fields,Soccer fields,,Franklin County,,,,,Recreation Areas,Park,,Owner: Port of Pasco,,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.256974,-119.138930,Neighborhood Park
,Volunteer Park,Volunteer Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.236977,-119.094230,Neighborhood Park
,Wayside Park,Wayside Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.233197,-119.082047,Neighborhood Park
,Votaw Park,Votaw Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.366858,-118.712808,Neighborhood Park
,Old Town Park,Old Town Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Connell,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.662005,-118.864044,Neighborhood Park
,Striker Park,Striker Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Connell,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.653766,-118.869673,Neighborhood Park
,Well #4 Park,Well #4 Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Connell,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.653980,-118.862553,Neighborhood Park
,Pioneer Park,Pioneer Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Connell,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.656683,-118.855915,Neighborhood Park
,Llark street Park,Llark street Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Connell,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.664135,-118.856896,Neighborhood Park
,Bike Path,Bike Path,,Franklin County,,,,,Recreation Areas,Park,,Owner: Connell,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.657514,-118.853085,Neighborhood Park
,Poe Park,Poe Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Mesa,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.578379,-118.998649,Neighborhood Park
,Basin City Memorial Park,Basin City Memorial Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Basin City,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.595369,-119.157047,Neighborhood Park
,"<a href=http://www.nww.usace.army.mil/Missions/Recreation/IceHarborDamLakeSacajawea/LeveyPark.aspx target=""_blank"">Levy Landing</a>",Levy Landing,,Franklin County,,,Season: Spring to Fall,,Recreation Access,Water Access,Boat Launch,Owner: Army Corps of Engineers,,,Features: Lake Access,"Facilites: Boat Launch, Dock",Paved Launch,Summer Sports: Boating,"Levy Landing has a two lane launching ramp, handling dock and mooring dock. It is only open Friday-Sunday 7 am-10pm. As of 2014, Levy Landing the day use are is closed.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.279477,-118.836958,Boating
,"<a href=http://www.nww.usace.army.mil/Missions/Recreation/IceHarborDamLakeSacajawea/WindustPark.aspx target=""_blank"">Windust Park</a>",Windust Park,,Franklin County,,,Season: Spring to Fall,,Recreation Areas,Park,Regional Park,Owner: Army Corps of Engineers,Free - No fee or pass,"Amenities: Campground Host, Camping Area, RV Dump",Features: Beach,"Facilites: Boat Launch, Dock",Standard Campground,"Summer Sports: Boating, Fishing, Swimming",Open for camping and swimming from mid May to early September. The campground has 24 primitive sites with no electric or sewer. Sites have fire pit/grill and picnic table. The boat launch is available year round.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.534849,-118.575031,Regional Camping Park
,Lincoln Park,Lincoln Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.273635,-119.163330,Neighborhood Park
,"<a href=http://www.nww.usace.army.mil/Missions/Recreation/IceHarborDamLakeSacajawea/BigFlatHabitatManagementUnit.aspx target=""_blank"">Big Flats Habitat Management Unit</a>",Big Flats Habitat Management Unit,,Franklin County,,,Season: Year round (Open),,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: Army Corps of Engineers,,"Amenities: Bathroom, Camping Area, Day-Use Area","Features: Lake Access, Wildlife Viewing","Facilites: Boat Launch, Trails",Primitive Launch,"Summer Sports: Boating, Fishing, Hiking",This park is home to Dalton Lake. It has a one lane gravel/dirth boat launch. Camping allowed only in parking lot and on Northwest Discovery Water Trail. http://www.ndwt.org/ndwt/index.asp,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.300198,-118.785328,Recreation Area
,Lasa del Sol,Lasa del Sol,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.275064,-119.153118,Neighborhood Park
,Desert Dunes Park,Desert Dunes Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.259930,-119.150778,Neighborhood Park
,Lucas Park,Lucas Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.248077,-119.106572,Neighborhood Park
,Liberty Park,Liberty Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.265758,-119.210867,Neighborhood Park
,Vintage Park,Vintage Park,,Franklin County,,,,,Recreation Areas,Park,,Owner: Pasco,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Franklin County</a>",Open,46.279387,-119.199090,Neighborhood Park
,"<a href=http://discoverlewiscounty.com/outdoors/back-memorial-county-park target=""_blank"">Back Memorial County Park</a>",Back Memorial County Park,,Lewis County,,,Season: Early spring to late Fall,,Recreation Areas,Park,Sports Fields,"Owner: Lewis County; Manager: Adna County Lions Club",Free - No fee or pass,"Amenities: Picnic Shelter, Picnic Tables",,"Facilites: Baseball or Softball Field, Track",Parking: Paved parking area,,"Maintained by the Adna Lions Club, Back Park offers youth league ballfields, a quarter-mile track, covered shelter and picnicking areas. It's open March 15 through October 31.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.632007,-123.059706,Sports Fields
,Boistfort Lions Club Park,Boistfort Lions Club Park,,Lewis County,,,,,Recreation Areas,Park,,Owner: Bositfort Lions Club,,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Verify,46.531007,-123.170622,Neighborhood Park
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=447 target=""_blank"">Cedar Street Park</a>",Cedar Street Park,,"310 S Cedar Street, Centralia",,,,,Recreation Areas,Park,Neighborhood Park,Owner: Centralia,Free - No fee or pass,"Amenities: Picnic Tables, Playground",,Facilites: Basketball Court,,,The park is fully developed and provides a wide range of recreation opportunities.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.715768,-122.966293,Neighborhood Park
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=448 target=""_blank"">Central Park</a>",Central Park,,Lewis County,,,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Centralia,Free - No fee or pass,,,,,,This park links with a public parking lot behind the business district and provides a green respite from the hard surfaces of the downtown during the warm weather.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.717821,-122.954012,Other
,Centralia Indoor Pool,Centralia Indoor Pool,,Lewis County,Phone: 360-736-1683,Hours: 5:30am-8pm every day,Season: Year round (Open),,Recreation Facilities,Swimming Pool,Indoor Pool,Owner: Centralia School District,Fee: $5-$10/day,,,,,,This recreation center next to Borst park has a 25m pool and fitness center.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.726407,-122.981491,Swimming
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=457 target=""_blank"">Pearl Street Pool</a>",Pearl Street Pool,,Lewis County,,,,,Recreation Facilities,Swimming Pool,Outdoor Pool,Owner: Centralia,Free - No fee or pass,,,,,,"As of 2016, this pool is closed because of budget issues. A local community group is organizing fundraising in an effort to re-open the facility. This facility has a 5,000 square foot outdoor pool and 11,620 square foot bathhouse.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Closed temporarily,46.721081,-122.954006,Swimming
,"<a href=http://www.lcpud.org/recreation/cowlitz-falls-campground target=""_blank"">Cowlitz Falls Campground/ Leaonard ""Bud"" Allen Park</a>","Cowlitz Falls Campground/ Leaonard ""Bud"" Allen Park",,Lewis County,,,Season: Spring to Fall,,Recreation Facilities,Camping,Campground,"Owner: Public Utility District No. 1; Manager: Lewis County PUD","Fee: Day use and boat launch  is free; camping $20-$32 single site","Amenities: Bathroom, BBQ Grill, Day-Use Area, Group Camp Site, Picnic Shelter, Picnic Tables, Playground, Shower, Utility Hook-up",,"Facilites: Baseball or Softball Field, Boat Launch, Soccer Field, Trails, Volleyball Court","Paved Launch; Standard Campground; 100 campsites",,"This camping park on the Cowlitz River has is a good site for hiking, biking, golfing, fishing, boating, mountain climbing, kite flying and bird watching. Day use facilities are free.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.504667,-122.014893,Camping
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=450 target=""_blank"">Ed S. Mayes Park</a>",Ed S. Mayes Park,,Lewis County,,,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Centralia,Free - No fee or pass,,,,,,A small parcel of land located at the intersection of First Street and Harrison Avenue adjacent to the bridge over the Skookumchuck River. The parcel is planted with rhododendrons to create a landscaped gateway.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.722450,-122.968867,Other
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=452 target=""_blank"">George Washington Park</a>",George Washington Park,,Lewis County,,,,,Recreation Areas,Park,Community Park,Owner: Centralia,Free - No fee or pass,"Amenities: Ampitheater, Gazebo","Features: Historic Site, Interpretive Signs",Facilites: Paved Paths,,,"This park has maturely landscaped grounds, Centralia's Carnegie Endowment Library and a large wood gazebo. The park is a popular site, particularly during special events such as Music in the Park, Veteran's Memorial Walk and other ceremonies","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.716085,-122.956107,Community Park
,Glenoma Park (C.R.P.),Glenoma Park (C.R.P.),,Lewis County,,,,,Recreation Areas,Park,,Owner: Tacoma,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Verify,46.507436,-122.169249,Neighborhood Park
